NOM_POBLAD,hosp_in_10km
CATAMAYO,0
QUINCHUIRA,0
PALLAC,0
CHUNCHUNCOCHA,0
RANCAS,0
JANQUI,0
CALLAO,0
CHICRA,0
YARHUANCA,0
PERLA ALTA,0
MAMILLA,0
LA PERLA,0
ACOTONA,0
HUANCAPALLAC,0
QUIHUAY,0
CHAUPIS,0
SAN AGUSTIN,0
CHUPA,0
CARCAPATA,0
SANTO DOMINGO,0
QUIPULLIN,0
SAUME,0
PACAYBAMBA,0
PISQUILLO,0
MATUCANA,0
SAN ISIDRO,0
PALPA,0
CAQUI,0
HATILLO,0
CHANCAYLLO,0
IHUARI,0
REPARTICION,0
DOLORES,0
ACOTAMA,0
AÑANPAY,0
DOS DE MAYO,0
CHIPCHO,0
QUIPATAMA,0
YANCAO,0
HUAYCHO VIEJO,0
HUAYCHO,0
TAN TAN,0
OTEC,0
QUIMPAR,0
HUACHINGA,0
TAMARAY,0
MOLINO,0
LAMBLAN,0
MARAN PAMPA,0
ÑAUPAY,0
MATARCAN,0
JAUCANCA,0
MAWACHI,0
CRUZ,0
PALCUMAY,0
NINAYACAN,0
PARIONTAMA,0
CHOHUITAMA,0
MITUCOTO,0
PUQUIO,0
SAYAN,0
QUINQUERA,0
PILPINTAY,0
CAMPAMENTO,0
QUISPIHUAY,0
LANCO,0
HUARACNIC,0
SAN MARCELO,0
CHUCHUNTAMA,0
YUNGUY,0
MATARA,0
HUATAYA,0
LAMPIAN,0
CALCALAY,0
CANCHAPILCA,0
HUAYATAMA,0
CHUNCHUHUACA,0
ESTANCO,0
TOMA,0
HUACHUPAMPA,0
PALILLO,0
PIRCA HUASI,0
MARACCAICO,0
COLLAN CHICO,0
SOGOSPUQUIO,0
ARTEZA,0
RUMO,0
HUANCHUCAYA,0
CALLANTAMA,0
LACUY,0
CALPA,0
CHALAMAQUE,0
MATACA,0
CHULA,0
CHAVIN,0
RAURO,0
SUCHICA,0
HUAYO,0
PACARAOS,0
AGUILA,0
PILLUCCACCA,0
MURALLAYOC,0
JAYCO,0
PACCHIPAMPA,0
CHALHUACOCHA,0
PUCAYACU,0
SANTA ROSA,0
JAPURPATA,0
HUANIN,0
HATUNCACHI,0
ACERCA,0
LULUCHA,0
CAUQUIS,0
PUENTE VIEJO,0
AYSHACANCHA,0
HUAHUICHURCO,0
PUCAHUANCA,0
AYSHACANCHA,0
COCAR HUASIN,0
ACCOPAMPA,0
COPA,0
ACOBAMBA,0
COSHIORO MACHAY,0
HUACTACANCHA,0
RAVIRA,0
VISCAS,0
CCARAPAMPA,0
RURUY,0
GULPANAM,0
AYAR,0
AZULCOCHA,0
CHULPA,0
TINGO,0
MAYO,0
CACHIR,0
CHUNCA,0
CURCUYTAMA,0
HUALAN,0
JIRCAJATO,0
ACOS,0
BUENA VISTA,0
LIMONCILLO,0
COLLAS,0
CARACTAMA,0
SAN JUAN,0
HUASCOY,0
SANTA CRUZ DE ANDAMARCA,0
HUANCHAY,0
CHUNGAR,0
YANAHUIN,0
CACRAY,0
SHACUA,0
SANTANDER,0
VICHAYCOCHA,0
COLLPA,0
SANTA CATALINA,0
TOTORA,0
CHAUCA,0
LINGO,0
SUMBILCA,0
VILCA BAJA,0
VILCA ALTA,0
HUAYO INGENIO,0
CARACUPE,0
CAMPANILLA,0
CUCAPUNCO,0
PISCOCOTO,0
HUANTOPARAC,0
ACULL,0
LLANCAY,0
CAPIA,0
HUANDARO,0
RAUMA,0
CARCAPATA,0
VIRCOPAMPA,0
CARAC,0
CHAMPAHUASI,0
CHINACANCHA,0
TICTI CHICO,0
TICTI GRANDE,0
TICLACAYAN,0
PURUTAMA,0
AÑAYPAMPA,0
SHACSHAO,0
QUILCATAMA,0
COCHAN,0
CARARIN,0
YAGUAY,0
COTO,0
HUACRACAYAN,0
GUMO,0
WIRTIQUI,0
POMAS,0
OQUENDO,0
PALCA,0
RACRAY,0
QUIULACOCHA,0
ESCALON,0
CUSHI,0
HUACHO,0
HORNILLOS,0
PARAISO,0
LA YESERA,0
LA SALINAS,0
SANTA ANITA,0
HIERBA BUENA,0
GARITA DOÑA MARIA,0
RIO SECO,0
CALETA DE CARQUIN,0
CARQUIN BAJO,0
HUALMAY,0
BIENESTAR,0
TRUCHERO,0
CARRIZAL,0
HUAURA,0
PROGRESO,0
PALMERAS,0
CALUSA,0
LAS CASUARINAS,0
CHIVATEROS,0
VEINTIOCHO DE JULIO,0
PAMPA DE RONTOY,0
SAN JOSE DE RONTOY,0
CASA VIEJA,0
EL SOL,0
CANTA GALLO,0
SAN ANTONIO,0
CENTINELA SUR,0
SANTA ROSA,0
3 DE MAYO,0
DESAGRAVIO,0
ACARAY,0
BUENOS AIRES,0
ALCANTARILLA,0
BALCONCILLO,0
VILCAHUAURA,0
SANTA TERESA BAJA,0
CALDERA,0
TRIUNFO,0
SANTA INES,0
VERONICA,0
SARAPA,0
LORETO,0
HUMAYA,0
SANTA EUSEBIA,0
LA SOLEDAD,0
SAN JOSE,0
SAN ISIDRO,0
SANTA CRUZ,0
PITAC,0
SAN JOSE,0
SHULLOCOCO,0
GIRGANJATO,0
TUNAJATO,0
SANTO DOMINGO DE APACHE,0
HUAMBOY CHICO,0
PICHUPAMPA ALTO,0
LURICACA,0
PARAN,0
CAPIA,0
TAYAPAMPA,0
ULARANCA,0
BUENOS AIRES,0
JACRAO,0
AUQUIMARCA,0
AHUAYPANCA,0
ARCATAMA,0
TAN TAN,0
POQUIANQUI,0
PICCUR,0
CUYUPAY,0
LLOCYATAMA,0
MARANTAMA,0
CHACLA,0
CHIHUIL CHICO,0
MACHACHACA,0
MICHIPENCA,0
HUAYCUL,0
YAURINGA,0
ACOPARA,0
PICHUPAMPA,0
COCHAURE,0
HUAMPAN,0
CACAPAQUI,0
PARIATACANA,0
MARANGALLA,0
HUANANQUI,0
LACSHAMATE,0
PUENTE DE CHOQUES,0
MIRAFLORES,0
COLLARAY,0
HUARQUI,0
LACHACCAYAN,0
SANTA MARIA,0
CERRO SEJETUTO,0
HUAYABAL,0
CARHUA CHICO,0
LOMAS DE ALCANTARILLA,0
JOPTO,0
VIRGEN DEL CARMEN,0
LA COLMENA,0
PAMPA DE ANIMAS,0
EL SOLITARIO,0
PAMPA COLORADA,0
TABLADA,0
SAN JUAN,0
SANTA ROSALIA,0
SAN JOSE,0
HUACAN,0
LA UNION,0
SAYAN,0
MANCO CAPAC,0
EL CARMEN,0
ENIMINGA CHICO,0
CHAMBARA BAJA,0
LOS ANGELES,0
CHAMBARA ALTA,0
SANTA ELVIRA,0
SAN MIGUEL,0
SAN MIGUEL ALTO,0
CANDELARIA,0
DESAMPARADOS,0
SAN GERONIMO,0
QUIPICO,0
SAN MARTIN DE PORRES,0
CAÑAS,0
IBIS,0
MANI,0
LAS PALMERAS,0
MANI ALTO,0
CHUQUIQUINTAY,0
QUINTAY,0
PALMA,0
COTO,0
PALTO,0
TRES MONTONES,0
PEDREGAL,0
ALCO,0
HUAMBOY GRANDE,0
PAMPA GASPAR,0
CUCHUCHIN,0
CASA VIEJA,0
MINA ALTA,0
HUAMACHO,0
PIEDRA PARTIDA,0
PIEDRA CANCHA,0
CERRO BLANCO,0
PAR PAR,0
PAMPA GRANDE,0
PLATANAL,0
PUEBLO NUEVO,0
CUTHUAY,0
QUINCHES ALTO,0
QUINCHES BAJO,0
AMBAR PUQUIO,0
VISTA ALEGRE,0
HUAMILANCHA,0
LA HOYADA,0
PUENTE CHICO,0
CORRAL DE PIEDRA,0
ANDAHUASI,0
DIECISIETE DE ENERO,0
VIZQUIRA,0
SANTA MARINA,0
ALANO,0
LA FLORIDA,0
SAN LUIS,0
SAN ANDRES,0
ACHALAY,0
MONSERRATE,0
SAN ANDRES,0
AVES AMERICANAS,0
HARAS LA ESTANCIA,0
SAN JOSE,0
HARAS SAN PABLO,0
EL GRIFO,0
SANTA ROSA,0
IHUANCO,0
CLAUDITA,0
LA CAIDA,0
LA CAMPANIA,0
LOS ALGARROBOS,0
LOS CHILCOS,0
LOS HUARANGOS,0
LA PONDEROSA,0
EL CENIT,0
CASA BLANCA,0
EL CRUCE,0
EL AHORCADO,0
CORONA,0
TAMBERA ALTA,0
TAMBERA BAJA,0
PAMPA JAHUAY,0
EL CALVARIO,0
GALISA,0
SANTA CONSTANCIA,0
DON ALBERTO,0
SAN HILARION,0
LA VICTORIA,0
SANTA ANITA,0
FAUSTA ANGELICA,0
SAN BOSCO,0
LUVIO,0
SAN FRANCISCO,0
CALESA,0
PAMPA BONITA,0
ALTO HUANDO,0
HORNO ALTO,0
LAS COLINAS,0
SAN MARTIN DE PORRES,0
SAN PEDRO,0
LAS GARDENIAS,0
SANTA ROSITA,0
SAN ROBERTO,0
SAN MIGUEL,0
VILLA VICTORIA,0
SAN FRANCISCO,0
SAN CARLOS,0
SAN MIGUEL BAJO,0
DOBLE B,0
SANTA ANA,0
EL DORADO,0
LA CADENA,0
CAROLINA,0
PARAISO,0
LA PANCA,0
LA CAPULLANA,0
RANCHO CHICO,0
LA ESTRELLA,0
LAS MARIAS,0
LA PALMA,0
LA UNION ALTA,0
LA UNION,0
LA UNION BAJA,0
UNION IZQUIERDA,0
MEDANOS,0
SAN GUILLERMO,0
HARAS MONTERRICO,0
MARGARET,0
EL CHARCO,0
NUEVE DE OCTUBRE,0
ANANTA,0
LAS PIEDRAS,0
ROSARIO,0
COCO RICO,0
LOS CERROS,0
JUAN PABLO,0
PUGA,0
SAN GERONIMO,0
ESCORPIO,0
SANTA VICTORIA,0
LA POLVORA,0
CAFETALES,0
RAYANBAL,0
SAN ANTONIO DE PADUA,0
LA VILLA,0
HARAS MORENO,0
HARAS CANTO DORADO,0
LOS OLIVOS,0
LA ENSENADA,0
LA ESCONDIDA,0
HARAS LA CABAÑA,0
ALAMO,0
SANTA BEATRIZ,0
VEGUETA,0
TUPAC AMARU,0
MIRAMAR BAJO (MIRAMAR),0
SANTA YOLANDA,0
200 MILLAS,0
CALETA DE VEGUETA,0
PACAYAL BAJO,0
LAS MERCEDES,0
PRIMAVERA,0
TIROLES,0
LOS OLIVOS,0
OTOÑO,0
LA FLORIDA,0
BELLAVISTA,0
SAN ISIDRO,0
LA PERLA,0
MAZO,0
MURALLA,0
TRAVIESO,0
LA MAQUINA,0
LA BALANZA,0
GUADALUPE,0
RUQUIA,0
CHACARILLA,0
LA CALERA,0
PAMPA DEL CURA,0
ISLA SAN MARTIN,0
SAN LUIS,0
TRES DE OCTUBRE,0
COLORADA,0
PALCA,0
CHACACA,0
SAN JOSE,0
CARQUIN CHICO,0
INGENIO,0
ZAPATA,0
CHONTA,0
SAN JUAN,0
SAN LORENZO,0
VALDIVIA,0
LA GRINGA,0
LURIAMA,0
CRUZ BLANCA,0
TOMA Y CALLA,0
AMAY,0
PAMPA EL NIÑO,0
GUANERA,0
POLVOREDA,0
HUANCHOY,0
IREICICHE,0
TAULISCA,0
CHUPA,0
CONDORHUACHANAN,0
TULPAYO,0
CHACRAMITO,0
LANERO,0
JOSHPA,0
CHAUCO,0
PUCRA,0
SUPIPAMPA,0
CAMIACOCHA,0
SALTANA,0
CHAUCAYTAMBO,0
MACUTCA,0
CALLAN,0
SOCOS,0
PATA,0
ACO,0
HUACHUPAMPA,0
PALO SECO,0
MARAYNIOC,0
PUCLLO,0
PALCACHO,0
CACAN,0
JURAUPATA,0
TIPSA,0
MARCO PUERO,0
OSACOCHA,0
HUACSHAHUANCA,0
CHURCUNA,0
MINCACANCHA,0
JASPACANCHA,0
HUAYPIAN,0
HUAGURUPATA,0
ARTEJO,0
ACOMACHAY,0
ACAHOMACHAY,0
OCOPATA,0
CHURAN,0
LLACUAPAMPA,0
ACOMACHAY,0
QUIPACACA,0
BUTCAPUNCO,0
CHALA ALTA,0
HUAMACHO,0
OLLANCACA,0
PAMPAS,0
CANCAU,0
HUANCORPATA,0
PACOCOCHA,0
CUTILAC,0
SHIPIA,0
JANANPATA,0
HUANDO COCHA,0
PATAHUAY,0
CAQUER,0
UCHCO MACHAY,0
TURUDHCANCHA,0
SHULUCANCHA,0
CASAMACHAY,0
JURAO,0
AUSHA PATA,0
CURACANCHA,0
HUARGU PUNTA,0
UCHO MACHAY,0
ÑAHUICOCHA,0
LANTUDAN,0
YANACANCHA,0
MINAS CANCHA,0
RUNAQUILACA,0
CORICANCHA,0
CATALINA JATO,0
PUNCO,0
TUCO HUAIN,0
OCSHPASHJA,0
LACSA,0
COCHCA,0
PARANTAMA,0
CANCHAR,0
HUACTAPUNCO,0
QUISPIHUAY,0
PALCA,0
QUICHIN,0
MARIN,0
AUCHI,0
CHINCHAN,0
SAN JOSE,0
HUAMPON,0
RAPACAN,0
TEMBILLO,0
RANCATAMA,0
PAMPA MAYO,0
PAYCAO,0
SHAMPUCANCHA,0
CHUNCAN,0
UTUTO,0
CONTUPAQUI,0
YANACOCHA,0
CHUCHURAQUINAN,0
HUINCUSHCANCHA,0
CAPILLA,0
PAHUAYACU,0
HUARPAS,0
PAGASH,0
JITAPANA,0
SUPACANCHA,0
GALGAN,0
YANAPALLACA,0
HUASHCAY,0
RUPAY CANCHA,0
TAURICAYAN,0
COCHEC,0
CULLPA,0
PICHOCANCHA,0
CHOCHITAMA,0
HUAQUILLA,0
YANCAN,0
QUELLPAMPA,0
RAMPARACA,0
CHAU PIRARCA,0
HUAYLINO,0
OLIQUIN,0
PARO,0
SAN JUAN,0
TINGO,0
CHAQUICOCHA,0
PAMPAS,0
AYANHUASI,0
PALBAHUANCO,0
ANTA HUACA,0
LITMA,0
JACRA,0
COLES CANCHA,0
PAMPAYACU,0
TAPATAPA,0
LEON COCHA,0
HUANTUSH,0
PERLA NEGRA,0
YUNCAN,0
BARRIO MARCA,0
ALTO PERU,0
HUACHUCPATA,0
MORSOCANCHA,0
ANAMARAY,0
SHALCA CANCHA,0
HUAYLLAY,0
PUMAPANCA,0
RUNCASCANCHA,0
RUMICANCHA,0
HUACULTA,0
CABRERIO,0
CEBADA CORRAL,0
CALANIYOC,0
COLLAC,0
CHUPASCANCHAN,0
HUAILAPAMPA,0
MARICOCHA,0
JATUN MITO,0
MANE,0
ANCADCCOCHA,0
JACANMACHAY,0
CHINGUIL,0
YANA PACCI,0
MAQUIN,0
HUACRAMARCAN,0
SEDA HUASI,0
CASAPALCA,0
CCACCAHUAY,0
PUCPUCA,0
JENHUAS,0
CHALHUACOCHA,0
CASHAC,0
PASAMACHAY,0
QUIUYUYPA,0
JANCA,0
CHUCUPAMPA,0
CEQUIAPATA,0
ATUN MACHAY,0
TAMBO,0
GASGALIN,0
HUARANCAYOC,0
YURACCHALA,0
USCHCOMACHAY,0
CHUPACANCA,0
PACHAMACHAY,0
CHAUPITAMBO,0
RUMICHACA,0
RAUCUTA,0
TUNSUCANCHA,0
LACSANAGA,0
SACRO,0
TURUMACHAY,0
CHIRICURRAL,0
CATAHUARI,0
MASGUA PAGOAIN,0
ACOÑAGUIN,0
PISCURAGRA,0
CARHUASCANCHA,0
ACUPATA,0
ANTUCRUN,0
HUAICHAUTUNA,0
YANALPA,0
HUIROYOC,0
HUITO,0
ACHAO,0
HUANCACUICO,0
TUPI,0
CONTADERA,0
QUISQUIS,0
PURISHTISGO,0
MUTACOCHA,0
TOROCOCHA,0
JACAYBAMBA,0
JOLLAJ,0
CHUNCA,0
HUANCHU,0
ÑIÑUHTAYO,0
ÑAUPACHACA,0
AÑIRACCRA,0
PULPITE,0
UCHCO MACHAY,0
CAPILLAYOJ,0
LEULASHA,0
QILLAYCANCHA,0
PUNOCOTO,0
BELLAVISTA,0
PUENTE ALCO,0
YUNGUY,0
TRES MONTONES,0
SAN PEDRO,0
ALGARROBAL,0
NARANJO,0
FEDERICO,0
LA VIÑA,0
QUILCA,0
BUENA VISTA,0
QUISHAN,0
YAURINGA,0
COLCA,0
CHINCA,0
CHAUCAY,0
CAMPO LIBRE,0
CALDERO,0
PAMPA GRANDE,0
ENIMINGA GRANDE,0
SAN JUAN,0
VENTUROSA,0
TOMAYA,0
YANCATAMA,0
COCHATOMA,0
ARACOTO,0
SANTA IRMA,0
SANTANA,0
HARAS SANTANA,0
PAMPERO,0
LUIS PARDO,0
SANTA LEONOR,0
DON BENITO,0
SANTA ANA,0
LOS ANGELES,0
CALLEJON DE LEON,0
LUIS PARDO,0
SAN MIGUEL,0
SANTO DOMINGO CHICO,0
LA MINA,0
LA LAGUNA,0
QUIUQUIN GRANDE,0
CAÑAHUASI,0
QUIUQUIN CHICO,0
CASA VIEJA,0
HUERTA MARGARET,0
SANTA FE,0
MARIA LUISA,0
CALIFORNIA,0
JAHUAY,0
CONTADERO,0
MONTERREY,0
SAN CAYETANO,0
EL CARMEN,0
TUPAC AMARU,0
SANTA ROSA,0
LA VICTORIA,0
NATURALES,0
VICTORIA,0
EL CARMEN,0
SAN BENITO,0
SAN JUAN GRANDE,0
HUANDO,0
URB RESIDENCIAL HUARAL,0
URB EL ROSARIO,0
PERDON,0
QUINSAPUQUIO,0
SHUYTOGO,0
ASIA,0
CALETA DE BUJAMA,0
ALDEA PAMPA  DE DOLORES,0
NUEVE DE OCTUBRE,0
CHOCALLA (COPACABANA),0
SAN PEDRO,0
LOS POCHOS (GALLINERO),0
SANTA CRUZ DE ASIA,0
SANTA ROSA DE ASIA,0
EL PLATANAL,0
ESQUINA DE ASIA,0
ISLA ALTA,0
ISLA BAJA (LA ISLA),0
BUENA VISTA,0
PALMA ALTA,0
LAS  PALMAS,0
ROSARIO DE ASIA,0
EL TAMBO,0
LA JOYA,0
MAL PASO,0
SARAPAMPA,0
YMCA,0
CALANGO,0
COPITE,0
COCHAHUASI,0
YERBABUENA,0
TOTORAL (TOTORAL ALTO),0
COCHABAMBA,0
CRINGA (TOTORAL BAJO),0
CONCHAS,0
PEÑA PRIETA,0
LA CAPILLA,0
PASACA,0
LAS PALMAS,0
YANACACA,0
YUNCAVIRI,0
LA OROYA (MAQUINA),0
HACIENDA VIEJA (CORRAL QUEMADO),0
CASA BLANCA,0
SAN PEDRO,0
BUENOS AIRES,0
NICOCHAY,0
HUANCAVELICA,0
SAN JUAN DE CORREVIENTO,0
AYMARA,0
EL DORADO,0
PIEDRA ANGOSTA,0
GRANJA MILLAY,0
AYMARA,0
CRUZ BLANCA,0
TUTUMO AITO,0
PLAYA EL BARRRANCADERO,0
MALAGUITA BEACH,0
LAS  LOMAS DE MAR,0
PUERTO FIEL,0
LA QUEBRADA,0
TALLO SECO,0
GALLARDO,0
LA JONDA (LA HONDA),0
LAS CONCHITAS,0
LOS LOBOS,0
LOS REYES,0
SAN JUAN DE IHUANCO,0
CHILCA,0
GRANJA CARRIZAL,0
SANTA CRUZ SALITRE,0
BANDURREA,0
SAN JAVIER,0
URBANIZACION SAN HILARIÓN,0
ZEUS (ISLA VERDE),0
LAS SALINAS,0
LAPA LAPA,0
GRANJA PUNTA ARENAS,0
KM. 67,0
CANTERA LAS MERCEDES,0
CALANGUILLO,0
COAYLLO,0
CALLANGAS,0
UNCHOR,0
CATA,0
HUAÑAÑABE,0
LA YESERA,0
FRANCIA DE YESERA (FRANCIA),0
HUAVINCHURCO,0
UQUIRA,0
LA ESTRELLA,0
LA QUELCA,0
LA PALMA,0
SAQUILADO,0
LOS ACUÑA,0
EL HUAYABO,0
EL SAPO,0
FRANCIA DE COAYLLO,0
EL PALTO,0
CUCULI,0
COROTA,0
CORRALON,0
SOXA,0
PAN DE AZUCAR,0
CAYARA,0
SAN JUAN DE QUISQUE,0
CAMPANERO,0
QUILMANA,0
ESQUINA,0
SAN ISIDRO PEQUEÑO (SAN ISIDRO CHICO),0
ESTABLO SAN ISIDRO,0
CANTAGALLO,0
LUNAHUANA,0
CATAPALLA,0
NUEVO CHAVIN,0
LANGLA,0
SAN JERONIMO,0
MALA,0
TUTUMO,0
SAN JOSE,0
SAN JOSE DEL MONTE,0
SAN JULIAN,0
SANTA CLORINDA,0
LA RINCONADA,0
ESCALA BAJA,0
SAN MARCOS DE LA AGUADA 1ra. ETAPA,0
PUENTE VIEJO,0
PUENTE REY,0
LUMBRERAS,0
CERRO COLORADO,0
SALITRE,0
LOS PLATANALES (SANTA INES),0
SANTA ENRIQUETA,0
URBANIZACION LAS TOTORITAS,0
BARCELONA,0
TOTORAL,0
CERRO PIÑON,0
SANTO CRISTO,0
BUJAMA ALTA,0
BUJAMA BAJA,0
PAMPA DOLORES,0
CHOCALLA,0
MARCALLA,0
POCOTO,0
RINCONADA DE CONTA,0
BELLAVISTA,0
PACARAN,0
PUENTE,0
HUAGIL,0
SAN MARCOS,0
ROMANI,0
HUANACO,0
JACAYA,0
JACAYITA,0
ANTAHUALLA,0
PATA,0
QUILMANA,0
ASOCIACION EL ROSARIO,0
FRAY RAMON,0
HUAMAN DE LOS HEROS,0
SAN MARTIN,0
LOS ANGELES,0
BUENOS AIRES,0
LA HUERTA,0
PUENTE NEGRO,0
BUSTAMANTE,0
SANTA TERESA,0
SANTA MONICA,0
SAN JOSE,0
EL ALAMO,0
SAN JUAN DE ROLDAN,0
SANTA ROSA,0
EL TIGRE,0
CINCO ESQUINAS,0
SAN JULIAN,0
CORTIJO,0
BANDURRIA,0
LA VICTORIA,0
SAN PEDRO,0
EL 25,0
SANTA LUISA,0
ANGOLA,0
SANTA MATILDE,0
SAN ANTONIO,0
GRAMAS,0
MALIBI,0
CANARIAS,0
TRES ISLAS,0
LAS LAGUNAS DE PUERTO VIEJO,0
PUERTO VIEJO,0
SAN ANDRES,0
LAS TERRAZAS DE SAN ANTONIO,0
CLUB DE REGATAS LIMA,0
CLUB BOCA LEON,0
CERRO LA VIRGEN (LA VIRGEN),0
BARRANCO,0
NUEVO SAN ANTONIO,0
LA HUACA,0
ESQUIVILCA,0
EL MONTE,0
LA LAGUNA,0
SANTA CRUZ DE FLORES,0
LAS GRANJAS,0
SAN ANDRES,0
LAS CALIZAS,0
SAN JOSE,0
CORRAL GRANDE,0
FABRICA DE CEMENTO CHILCA,0
PORTILLO NARANJO,0
TRES CRUCES,0
SAN VICENTE DE AZPITIA,0
BELLAVISTA,0
NUEVO SANTA CRUZ,0
A.H. JARDIN DEL SR. DE LURIN,0
BIENVENIDOS,0
ZUÑIGA,0
APOTARA,0
PAMPA GRANDE,0
CAMPANA,0
EL PALTO,0
RINCONADA (POQUIO),0
MACHURANGA,0
LARPA,0
CASCAJAL,0
SAN JUANITO,0
SAN JUAN,0
AUCO,0
CAULLAMA,0
TANO,0
PLAZAPAMPA,0
YACA,0
CERRO LORO,0
TARMA,0
PTE AUCO,0
SANTA ROSA,0
ZAÑIN,0
AYAUCA,0
TRANCA,0
ANDAHUASI,0
SHAJLUY,0
ANTARIQUE,0
ALICAMPI,0
LUCUMAPAMPA,0
CHUNCUPIA,0
CHIJLA,0
QUIRMAN,0
CALACHOTA,0
CONCUBAY,0
PATA,0
PACALAY,0
PUENTE PUTINZA,0
UCALLAY,0
CAPILLUCAS,0
CHICCHICAY,0
TURPA,0
PISCUYA,0
PICAMARAN,0
ESPUY,0
AZANGARO,0
AUÑA,0
MARCALLA,0
CANCARHUAY,0
SAN JOSE,0
IMILLAYPATA,0
CHAQUIPUQUIO,0
CANAY HUAJTA,0
QUISHCAPATA,0
TUNAHUASI,0
COLCA,0
CHAGRACANCHA,0
CHAUCHAS,0
GUITARRASCA,0
POROCCRO,0
LIRIOMARCA,0
CANOVA GRANDE,0
PUCARUMI,0
TACZANAYOC,0
SANTA CRUZ,0
CACRA,0
MASHQUIN,0
HUALUNA,0
OLCUTO,0
PICHALA,0
VILLAFRANCA,0
SAN JOSE,0
APALA,0
PUENTE HUANO,0
HUANO GRANDE,0
HUAYLLAMPI,0
SAN JERONIMO,0
IJATA,0
HUANCAMACHAY,0
JAMPINA,0
SICSIHUASI,0
CHAUPIPUCRO,0
CAÑAY,0
HUAMANRIPAYOC,0
CHAUPIHUASI,0
PATAHUASI,0
PAMPA CORRAL,0
HUILA PUCRO,0
POCOSO,0
HUARMICOCHA,0
SAYHUACOCHA,0
YANASHALLA,0
SAN FRANCISCO,0
CATAHUASI,0
CACHUY,0
CULLICANCA,0
CHAVIN,0
CAYPANCHICO,0
PAMPA GRANDE,0
CANCHAN,0
RIACHUELO,0
CONDOR PAMPA,0
CAYPAN GRANDE,0
PUEBLO ANTIGUO,0
MONTE,0
REPARTICION,0
ABASPATA,0
CALLANAPAQUISCA,0
CHOCOS,0
HUANCA PUQUIO,0
SICAS,0
HUAYABO,0
PALMA,0
PUEBLO NUEVO,0
QUICHCA,0
SUQUIA,0
BUENAVISTA,0
CARRIZAL,0
MALLAO,0
QUISHUAPATA,0
OLIVAR,0
HACIENDA,0
LUCUMO,0
HUAYACOCHA,0
TUNANCANCHA,0
ULLANCAY PITE,0
SAN JOSE,0
TUCSILLA,0
BELLAVISTA,0
LAMBRAS,0
SAN MATEO,0
SAN MIGUEL,0
TOTORA,0
SANTO TORIBIA,0
CHANCACHI,0
TAYAPATA,0
COLONIA,0
URCAY,0
QUEROQUERO,0
PONSER,0
CUSI,0
HUAYO,0
CAUCHUMA,0
HUANCHACA,0
CHUSPICHACA,0
QUIERIN,0
CASINTA,0
CALAPAMPA,0
MATUTE,0
BELLAVISTA,0
CACUSIRE,0
POMPUCRO,0
QUISCHE,0
VICHCA,0
PAMPACA,0
PACRICHE,0
VILCOCHA,0
OYUNCO,0
CHILQUICHE,0
PUSHICAMARCA,0
PISACHA,0
CHUCARQUIPE,0
ANCAROCHA,0
BETANIA,0
POROCHE,0
HONGOS,0
VISTA ALEGRE,0
PUCARUME,0
ARCOPAMPA,0
UCHAPARANA,0
PACHACHACA,0
LAMBRAS,0
PATAHUASI,0
LLACTAYOC,0
AYAHUASI,0
BUENOS AIRES,0
CHINALO,0
HUANGASCAR,0
PALLCA,0
CHICCHI,0
TRANCA,0
PAMPA COCHA,0
PIJO,0
ASYACLLA,0
MARAYPATA,0
HULLAS,0
HUACAULLO,0
CHILLACA,0
HUACLASH,0
CHAQUICOCHA,0
HUACAPAMPA,0
VINCULLA,0
UMIPIRCA,0
COLLQUICASMA,0
IPALLA,0
PUEBLO NUEVO,0
TINCO,0
HUACRA (MARAIPATA),0
ANTALLA,0
HUACHINGA,0
JATUNCHAYARA,0
HUAYCHAO MUAJANA,0
PISHCOTOQUIANA,0
CHOCALLA,0
QUINUAPAMPA,0
YANAMACHAY,0
PARAQUE,0
HUARIPITE,0
HUASIPATA,0
ANTAMARCA,0
MARCO PUQUIO,0
MARCO,0
CASALLA,0
LLUPAYA,0
TAPALLA,0
PARIONILLA CHICO,0
ATCAS,0
PALLOHUIRE,0
MANCHA,0
CHINCO,0
CHUMPICHE,0
CHIQUE,0
ÑUÑUNYA,0
CASPURO,0
HUARACCHIGIRE,0
CHILLULLA,0
SHUPAMPA,0
SHARAY,0
ATCASBAÑADERO,0
MITOCOCHA,0
LORICOCHA,0
CHACOTE,0
SHIUSHE,0
YUNCASH,0
SHUITUCO,0
TOTACOCHA,0
QUILLCATA,0
QUEROY,0
URPAYPUQUIO,0
SHABATICO,0
LLUMICHUCO PALLCA,0
LINCHA,0
AQUINHUA,0
PAMPA HERMOSA,0
OMAS,0
TANA,0
COCHAMARCA,0
ANTA,0
ACALA,0
USPACUTO,0
JATUN SEQUIA,0
MANYATO,0
MINAS,0
YANAJAJA,0
HUANANTA,0
CANCHAPATA,0
HUARACCHUPA,0
TANACORRAL,0
SASAYOC,0
PUCAPATA,0
HUAYCHA HUAJANAN,0
UCRO,0
CHACAMARCA,0
MIRAFLORES,0
MALAYPATA,0
MULLACA,0
UÑA HUATANA,0
CARCAPATA,0
PAMPA CERCA,0
CACHI,0
LLIHUAPUCRO,0
PACHAJ,0
PALMADERA,0
MITALHUASI,0
HIERBA BUENA,0
MULAPATA,0
OJORURO,0
LUCHUPATA,0
PATARCANCHA,0
